"","spp","site","extinct"
"900","CIRDIS","W45",1
"901","CIRDIS","W51",0
"902","CIRDIS","W52",1
"903","CIRDIS","W56",1
"904","CIRDIS","W8",0
"905","CIRHIL","CB115",1
"906","CIRHIL","CB26",1
"907","CIRHIL","CB30",1
"908","CIRHIL","CB76",0
"909","CIRHIL","CB86",1
"910","CIRHIL","CB9",0
"911","CIRLUT","CB1148",0
"912","CIRLUT","CB1187",0
"913","CIRLUT","CB1188",0
"914","CIRLUT","CB1189",0
"915","CIRMUT","CB165",1
"916","COMUMB","CB10",1
"917","COMUMB","CB105",1
"918","COMUMB","CB107",1
"919","COMUMB","CB109",1
"920","COMUMB","CB1145",1
"921","COMUMB","CB1146",1
"922","COMUMB","CB1147",0
"923","COMUMB","CB1148",1
"924","COMUMB","CB1162",1
"925","COMUMB","CB1163",1
"926","COMUMB","CB1165",1
"927","COMUMB","CB1187",1
"928","COMUMB","CB1188",1
"929","COMUMB","CB1189",1
"930","COMUMB","CB1190",1
"931","COMUMB","CB1194",1
"932","COMUMB","CB121",0
"933","COMUMB","CB13",1
"934","COMUMB","CB14",0
"935","COMUMB","CB15",1
"936","COMUMB","CB165",1
"937","COMUMB","CB170",1
"938","COMUMB","CB174",1
"939","COMUMB","CB179",0
"940","COMUMB","CB18",1
"941","COMUMB","CB199",0
"942","COMUMB","CB20",1
"943","COMUMB","CB21",1
"944","COMUMB","CB22",1
"945","COMUMB","CB26",1
"946","COMUMB","CB27",1
"947","COMUMB","CB5",0
"948","COMUMB","CB50",1
"949","COMUMB","CB51",1
"950","COMUMB","CB52",1
"951","COMUMB","CB53",0
"952","COMUMB","CB54",0
"953","COMUMB","CB55",0
"954","COMUMB","CB57",0
"955","COMUMB","CB6",1
"956","COMUMB","CB64",1
"957","COMUMB","CB66",0
"958","COMUMB","CB73",1
"959","COMUMB","CB75",1
"960","COMUMB","CB76",0
"961","COMUMB","CB80",1
"962","COMUMB","CB86",1
"963","COMUMB","CB89",1
"964","COMUMB","CB9",0
"965","COMUMB","CB98",0
"966","COMUMB","W10",1
"967","COMUMB","W20",1
"968","COMUMB","W30",1
"969","COMUMB","W45",0
"970","COMUMB","W51",0
"971","COMUMB","W52",1
"972","COMUMB","W56",1
"973","COMUMB","W58",0
"974","CORPAL","CB1",1
"975","CORPAL","CB102",1
"976","CORPAL","CB103",1
"977","CORPAL","CB105",1
"978","CORPAL","CB107",1
"979","CORPAL","CB109",1
"980","CORPAL","CB11",1
"981","CORPAL","CB1146",1
"982","CORPAL","CB1147",1
"983","CORPAL","CB115",1
"984","CORPAL","CB1157",1
"985","CORPAL","CB1162",1
"986","CORPAL","CB1163",1
"987","CORPAL","CB1165",1
"988","CORPAL","CB118",1
"989","CORPAL","CB1187",1
"990","CORPAL","CB1188",1
"991","CORPAL","CB1194",1
"992","CORPAL","CB121",0
"993","CORPAL","CB14",0
"994","CORPAL","CB15",1
"995","CORPAL","CB16",1
"996","CORPAL","CB170",1
"997","CORPAL","CB175",0
"998","CORPAL","CB18",1
"999","CORPAL","CB199",1
"1000","CORPAL","CB2",1
"1001","CORPAL","CB20",1
"1002","CORPAL","CB21",0
"1003","CORPAL","CB26",1
"1004","CORPAL","CB27",1
"1005","CORPAL","CB30",0
"1006","CORPAL","CB41",0
"1007","CORPAL","CB5",1
"1008","CORPAL","CB50",1
"1009","CORPAL","CB51",1
"1010","CORPAL","CB55",1
"1011","CORPAL","CB57",0
"1012","CORPAL","CB58",1
"1013","CORPAL","CB62",1
"1014","CORPAL","CB64",1
"1015","CORPAL","CB66",0
"1016","CORPAL","CB75",1
"1017","CORPAL","CB76",0
"1018","CORPAL","CB80",1
"1019","CORPAL","CB86",0
"1020","CORPAL","CB89",1
"1021","CORPAL","CB9",0
"1022","CORPAL","W10",1
"1023","CORPAL","W20",1
"1024","CORPAL","W30",1
"1025","CORPAL","W45",0
"1026","CORPAL","W52",1
"1027","CORPAL","W56",1
"1028","CORPAL","W58",1
"1029","CORPAL","W8",1
"1030","CORRAC","CB10",1
"1031","CORRAC","CB102",0
"1032","CORRAC","CB1145",0
"1033","CORRAC","CB1148",1
"1034","CORRAC","CB115",0
"1035","CORRAC","CB1162",0
"1036","CORRAC","CB117",0
"1037","CORRAC","CB1187",1
"1038","CORRAC","CB1188",1
"1039","CORRAC","CB1189",0
"1040","CORRAC","CB1190",0
"1041","CORRAC","CB1194",1
"1042","CORRAC","CB1206",0
"1043","CORRAC","CB13",0
"1044","CORRAC","CB15",0
"1045","CORRAC","CB26",1
"1046","CORRAC","CB35",0
"1047","CORRAC","CB37",1
"1048","CORRAC","CB53",0
"1049","CORRAC","CB54",0
"1050","CORRAC","CB58",1
"1051","CORRAC","CB6",1
"1052","CORRAC","CB68",1
"1053","CORRAC","CB69",0
"1054","CORRAC","CB75",1
"1055","CORRAC","CB76",0
"1056","CORRUG","CB1157",1
"1057","CORRUG","CB1194",1
"1058","CRASPP","CB1145",1
"1059","CRASPP","CB35",1
"1060","CRASPP","CB37",1
"1061","CRASPP","CB6",1
"1062","CROCAN","CB1187",1
"1063","CRYCAN","CB1206",1
"1064","CYPPAR","CB52",1
"1065","DALCAN","CB103",1
"1066","DALCAN","CB107",1
"1067","DALCAN","CB11",1
"1068","DALCAN","CB115",1
"1069","DALCAN","CB1163",1
"1070","DALCAN","CB1188",1
"1071","DALCAN","CB1189",1
"1072","DALCAN","CB1190",1
"1073","DALCAN","CB120",1
"1074","DALCAN","CB15",1
"1075","DALCAN","CB16",1
"1076","DALCAN","CB20",1
"1077","DALCAN","CB200",0
"1078","DALCAN","CB26",1
"1079","DALCAN","CB5",1
"1080","DALCAN","CB51",1
"1081","DALCAN","CB62",1
"1082","DALCAN","CB64",1
"1083","DALCAN","CB66",1
"1084","DALCAN","CB68",1
"1085","DALCAN","CB74",1
"1086","DALCAN","CB76",0
"1087","DALCAN","CB80",1
"1088","DALCAN","CB98",1
"1089","DALCAN","W56",1
"1090","DALPUR","CB103",1
"1091","DALPUR","CB107",1
"1092","DALPUR","CB11",1
"1093","DALPUR","CB115",1
"1094","DALPUR","CB1157",1
"1095","DALPUR","CB1160",1
"1096","DALPUR","CB1162",1
"1097","DALPUR","CB1163",1
"1098","DALPUR","CB1166",1
"1099","DALPUR","CB118",1
"1100","DALPUR","CB1187",1
"1101","DALPUR","CB1188",1
"1102","DALPUR","CB1189",1
"1103","DALPUR","CB1190",1
"1104","DALPUR","CB1194",1
"1105","DALPUR","CB12",1
"1106","DALPUR","CB120",0
"1107","DALPUR","CB121",0
"1108","DALPUR","CB15",1
"1109","DALPUR","CB16",1
"1110","DALPUR","CB170",1
"1111","DALPUR","CB18",1
"1112","DALPUR","CB199",1
"1113","DALPUR","CB2",1
"1114","DALPUR","CB20",1
"1115","DALPUR","CB21",1
"1116","DALPUR","CB22",1
"1117","DALPUR","CB26",1
"1118","DALPUR","CB27",1
"1119","DALPUR","CB30",0
"1120","DALPUR","CB5",1
"1121","DALPUR","CB50",1
"1122","DALPUR","CB51",1
"1123","DALPUR","CB52",1
"1124","DALPUR","CB55",0
"1125","DALPUR","CB57",0
"1126","DALPUR","CB58",1
"1127","DALPUR","CB6",1
"1128","DALPUR","CB62",1
"1129","DALPUR","CB64",1
"1130","DALPUR","CB66",1
"1131","DALPUR","CB68",1
"1132","DALPUR","CB69",1
"1133","DALPUR","CB7",1
"1134","DALPUR","CB75",1
"1135","DALPUR","CB76",0
"1136","DALPUR","CB80",1
"1137","DALPUR","CB86",0
"1138","DALPUR","CB89",1
"1139","DALPUR","CB9",0
"1140","DALPUR","CB98",0
"1141","DALPUR","W10",1
"1142","DALPUR","W45",1
"1143","DALPUR","W49",1
"1144","DALPUR","W51",1
"1145","DALPUR","W52",1
"1146","DALPUR","W56",0
"1147","DANSPI","CB1165",1
"1148","DESCAN","CB10",1
"1149","DESCAN","CB105",1
"1150","DESCAN","CB11",1
"1151","DESCAN","CB111",1
"1152","DESCAN","CB115",0
"1153","DESCAN","CB1163",1
"1154","DESCAN","CB117",0
"1155","DESCAN","CB118",0
"1156","DESCAN","CB14",1
"1157","DESCAN","CB15",0
"1158","DESCAN","CB16",1
"1159","DESCAN","CB179",0
"1160","DESCAN","CB2",1
"1161","DESCAN","CB20",1
"1162","DESCAN","CB27",1
"1163","DESCAN","CB37",1
"1164","DESCAN","CB5",0
"1165","DESCAN","CB52",0
"1166","DESCAN","CB53",0
"1167","DESCAN","CB54",0
"1168","DESCAN","CB55",1
"1169","DESCAN","CB56",0
"1170","DESCAN","CB58",1
"1171","DESCAN","CB62",1
"1172","DESCAN","CB64",1
"1173","DESCAN","CB66",1
"1174","DESCAN","CB74",1
"1175","DESCAN","CB98",0
"1176","DESCAN","W49",1
"1177","DESCAN","W56",0
"1178","DESGLU","CB1187",0
"1179","DESGLU","CB1188",0
"1180","DESGLU","CB1189",0
"1181","DESGLU","CB1194",0
"1182","DESGLU","CB1206",1
"1183","DESILL","CB102",1
"1184","DESILL","CB103",1
"1185","DESILL","CB109",1
"1186","DESILL","CB111",1
"1187","DESILL","CB115",1
"1188","DESILL","CB1162",1
"1189","DESILL","CB1163",1
"1190","DESILL","CB13",1
"1191","DESILL","CB14",1
"1192","DESILL","CB15",1
"1193","DESILL","CB199",1
"1194","DESILL","CB20",1
"1195","DESILL","CB26",1
"1196","DESILL","CB27",1
"1197","DESILL","CB35",1
"1198","DESILL","CB50",0
"1199","DESILL","CB51",0
"1200","DESILL","CB53",0
"1201","DESILL","CB54",0
"1202","DESILL","CB56",1
"1203","DESILL","CB58",1
"1204","DESILL","CB62",1
"1205","DESILL","CB64",1
"1206","DESILL","CB68",1
"1207","DESILL","CB69",1
"1208","DESILL","CB75",1
"1209","DESILL","W20",1
"1210","DICACU","CB1147",1
"1211","DICACU","W20",1
"1212","DICACU","W56",1
"1213","DICLEI","CB10",1
"1214","DICLEI","CB102",1
"1215","DICLEI","CB109",1
"1216","DICLEI","CB111",1
"1217","DICLEI","CB1145",1
"1218","DICLEI","CB1147",1
"1219","DICLEI","CB115",1
"1220","DICLEI","CB1160",1
"1221","DICLEI","CB118",1
"1222","DICLEI","CB1187",1
"1223","DICLEI","CB1189",1
"1224","DICLEI","CB1190",1
"1225","DICLEI","CB1194",1
"1226","DICLEI","CB120",0
"1227","DICLEI","CB14",0
"1228","DICLEI","CB15",1
"1229","DICLEI","CB16",1
"1230","DICLEI","CB170",1
"1231","DICLEI","CB20",1
"1232","DICLEI","CB27",1
"1233","DICLEI","CB35",1
"1234","DICLEI","CB50",1
"1235","DICLEI","CB51",1
"1236","DICLEI","CB56",1
"1237","DICLEI","CB6",0
"1238","DICLEI","CB62",1
"1239","DICLEI","CB64",1
"1240","DICLEI","CB66",1
"1241","DICLEI","CB73",1
"1242","DICLEI","CB75",1
"1243","DICLEI","CB76",0
"1244","DICLEI","CB80",1
"1245","DICLEI","CB86",0
"1246","DICLEI","CB9",0
"1247","DICLEI","CB98",0
"1248","DICLEI","W10",1
"1249","DICLEI","W45",0
"1250","DICLEI","W49",1
"1251","DICLEI","W51",0
"1252","DICLEI","W56",0
"1253","DICLEI","W58",1
"1254","DICLEI","W8",1
"1255","DICLIN","CB1147",1
"1256","DICLIN","CB1148",1
"1257","DICLIN","CB115",1
"1258","DICLIN","CB1160",1
"1259","DICLIN","CB118",1
"1260","DICLIN","CB1194",1
"1261","DICLIN","CB12",1
"1262","DICLIN","CB1206",1
"1263","DICLIN","CB121",0
"1264","DICLIN","CB174",1
"1265","DICLIN","CB175",1
"1266","DICLIN","CB26",1
"1267","DICLIN","CB27",1
"1268","DICLIN","CB30",0
"1269","DICLIN","CB64",1
"1270","DICLIN","CB74",1
"1271","DICLIN","CB86",1
"1272","DICLIN","CB89",1
"1273","DICLIN","CB9",0
"1274","DICOLI","CB105",1
"1275","DICOLI","CB107",0
"1276","DICOLI","CB109",1
"1277","DICOLI","CB1163",0
"1278","DICOLI","CB120",0
"1279","DICOLI","CB14",1
"1280","DICOLI","CB15",1
"1281","DICOLI","CB174",0
"1282","DICOLI","CB175",0
"1283","DICOLI","CB18",1
"1284","DICOLI","CB20",1
"1285","DICOLI","CB200",0
"1286","DICOLI","CB21",0
"1287","DICOLI","CB22",1
"1288","DICOLI","CB26",0
"1289","DICOLI","CB50",1
"1290","DICOLI","CB56",1
"1291","DICOLI","CB57",0
"1292","DICOLI","CB62",0
"1293","DICOLI","CB64",1
"1294","DICOLI","CB66",1
"1295","DICOLI","CB68",1
"1296","DICOLI","CB69",1
"1297","DICOLI","CB80",1
"1298","DICOLI","CB86",0
"1299","DICOLI","W41",1
"1300","DICOVA","CB105",1
"1301","DICOVA","CB120",0
"1302","DICOVA","CB15",1
"1303","DICOVA","CB174",0
"1304","DICOVA","CB26",1
"1305","DICOVA","CB27",1
"1306","DICOVA","CB5",1
"1307","DICOVA","CB66",1
"1308","DICOVA","CB86",0
"1309","DIGCOG","CB105",1
"1310","DIGCOG","CB107",1
"1311","DIGCOG","CB26",1
"1312","DIGCOG","CB62",1
"1313","DIGCOG","CB74",1
"1314","DIOVIL","CB1187",1
"1315","DIOVIL","CB1206",1
"1316","DODMEA","CB1",1
"1317","DODMEA","CB102",1
"1318","DODMEA","CB11",1
"1319","DODMEA","CB1148",1
"1320","DODMEA","CB115",1
"1321","DODMEA","CB1162",1
"1322","DODMEA","CB12",1
"1323","DODMEA","CB121",1
"1324","DODMEA","CB13",1
"1325","DODMEA","CB14",1
"1326","DODMEA","CB15",1
"1327","DODMEA","CB16",1
"1328","DODMEA","CB170",1
"1329","DODMEA","CB199",0
"1330","DODMEA","CB20",1
"1331","DODMEA","CB21",1
"1332","DODMEA","CB26",1
"1333","DODMEA","CB27",1
"1334","DODMEA","CB30",0
"1335","DODMEA","CB5",1
"1336","DODMEA","CB50",1
"1337","DODMEA","CB51",1
"1338","DODMEA","CB53",1
"1339","DODMEA","CB56",1
"1340","DODMEA","CB57",0
"1341","DODMEA","CB6",1
"1342","DODMEA","CB64",1
"1343","DODMEA","CB7",0
"1344","DODMEA","CB71",1
"1345","DODMEA","CB73",1
"1346","DODMEA","CB75",1
"1347","DODMEA","CB76",0
"1348","DODMEA","CB80",1
"1349","DODMEA","CB86",0
"1350","DODMEA","CB9",0
"1351","DODMEA","CB98",0
"1352","DODMEA","W20",1
"1353","DODMEA","W45",1
"1354","DODMEA","W49",1
"1355","DODMEA","W51",0
"1356","DODMEA","W56",1
"1357","DOEUMB","CB15",1
"1358","DOEUMB","CB6",1
"1359","DRAREP","CB30",1
"1360","DRAREP","CB66",1
"1361","DRYARG","CB102",1
"1362","DRYARG","CB103",1
"1363","DRYARG","CB109",1
"1364","DRYARG","CB11",1
"1365","DRYARG","CB1145",1
"1366","DRYARG","CB1146",1
"1367","DRYARG","CB1148",1
"1368","DRYARG","CB115",1
"1369","DRYARG","CB1157",1
"1370","DRYARG","CB1160",1
"1371","DRYARG","CB118",1
"1372","DRYARG","CB121",0
"1373","DRYARG","CB14",1
"1374","DRYARG","CB15",0
"1375","DRYARG","CB16",1
"1376","DRYARG","CB18",1
"1377","DRYARG","CB199",1
"1378","DRYARG","CB200",1
"1379","DRYARG","CB21",0
"1380","DRYARG","CB22",0
"1381","DRYARG","CB26",1
"1382","DRYARG","CB27",1
"1383","DRYARG","CB30",0
"1384","DRYARG","CB35",1
"1385","DRYARG","CB51",1
"1386","DRYARG","CB56",1
"1387","DRYARG","CB57",0
"1388","DRYARG","CB58",1
"1389","DRYARG","CB62",1
"1390","DRYARG","CB64",0
"1391","DRYARG","CB66",0
"1392","DRYARG","CB68",1
"1393","DRYARG","CB69",1
"1394","DRYARG","CB7",1
"1395","DRYARG","CB71",1
"1396","DRYARG","CB75",1
"1397","DRYARG","CB76",0
"1398","DRYARG","CB86",1
"1399","DRYARG","CB89",1
"1400","DRYARG","CB9",0
"1401","DRYMAR","CB1165",1
"1402","ECHPAL","CB50",1
"1403","ECHPAL","CB51",1
"1404","ECHPAL","CB6",1
"1405","ECHPAL","CB68",1
"1406","ECHPAL","CB9",1
"1407","ELYCAN","CB10",0
"1408","ELYCAN","CB105",1
"1409","ELYCAN","CB107",1
"1410","ELYCAN","CB109",1
"1411","ELYCAN","CB11",1
"1412","ELYCAN","CB115",1
"1413","ELYCAN","CB1163",1
"1414","ELYCAN","CB117",0
"1415","ELYCAN","CB118",1
"1416","ELYCAN","CB1190",1
"1417","ELYCAN","CB121",0
"1418","ELYCAN","CB13",1
"1419","ELYCAN","CB15",1
"1420","ELYCAN","CB16",0
"1421","ELYCAN","CB2",1
"1422","ELYCAN","CB20",1
"1423","ELYCAN","CB22",1
"1424","ELYCAN","CB26",1
"1425","ELYCAN","CB50",1
"1426","ELYCAN","CB51",1
"1427","ELYCAN","CB52",1
"1428","ELYCAN","CB53",1
"1429","ELYCAN","CB54",1
"1430","ELYCAN","CB55",1
"1431","ELYCAN","CB56",0
"1432","ELYCAN","CB58",1
"1433","ELYCAN","CB6",1
"1434","ELYCAN","CB64",1
"1435","ELYCAN","CB71",1
"1436","ELYCAN","CB75",1
"1437","ELYCAN","CB9",0
"1438","ELYHYS","CB1206",1
"1439","ELYTRA","CB111",1
"1440","ELYTRA","CB1146",1
"1441","ELYTRA","W56",1
"1442","ELYTRA","W58",1
"1443","ELYVIR","CB10",1
"1444","ELYVIR","CB37",1
"1445","EQUSPP","CB1",0
"1446","EQUSPP","CB102",0
"1447","EQUSPP","CB107",1
"1448","EQUSPP","CB109",1
"1449","EQUSPP","CB1146",1
"1450","EQUSPP","CB115",1
"1451","EQUSPP","CB117",0
"1452","EQUSPP","CB118",0
"1453","EQUSPP","CB13",1
"1454","EQUSPP","CB14",0
"1455","EQUSPP","CB15",0
"1456","EQUSPP","CB16",0
"1457","EQUSPP","CB170",0
"1458","EQUSPP","CB179",0
"1459","EQUSPP","CB26",0
"1460","EQUSPP","CB35",0
"1461","EQUSPP","CB37",1
"1462","EQUSPP","CB50",1
"1463","EQUSPP","CB52",0
"1464","EQUSPP","CB53",0
"1465","EQUSPP","CB56",0
"1466","EQUSPP","CB6",0
"1467","EQUSPP","CB64",1
"1468","EQUSPP","CB66",1
"1469","EQUSPP","CB69",1
"1470","EQUSPP","CB71",0
"1471","EQUSPP","CB75",1
"1472","EQUSPP","CB76",0
"1473","EQUSPP","CB9",0
"1474","EQUSPP","CB98",0
"1475","EREHIE","CB1165",1
"1476","ERIPHI","CB53",0
"1477","ERIPHI","CB54",1
"1478","ERIPUL","CB27",1
"1479","ERIPUL","CB6",1
"1480","ERISTR","CB1",0
"1481","ERISTR","CB10",0
"1482","ERISTR","CB107",1
"1483","ERISTR","CB109",1
"1484","ERISTR","CB1148",1
"1485","ERISTR","CB115",0
"1486","ERISTR","CB1165",1
"1487","ERISTR","CB118",1
"1488","ERISTR","CB1188",1
"1489","ERISTR","CB12",0
"1490","ERISTR","CB120",0
"1491","ERISTR","CB15",1
"1492","ERISTR","CB165",0
"1493","ERISTR","CB170",1
"1494","ERISTR","CB174",0
"1495","ERISTR","CB175",0
"1496","ERISTR","CB18",1
"1497","ERISTR","CB200",0
"1498","ERISTR","CB26",1
"1499","ERISTR","CB27",0
"1500","ERISTR","CB30",0
"1501","ERISTR","CB37",0
"1502","ERISTR","CB5",0
"1503","ERISTR","CB51",1
"1504","ERISTR","CB52",0
"1505","ERISTR","CB53",0
"1506","ERISTR","CB56",0
"1507","ERISTR","CB62",1
"1508","ERISTR","CB64",1
"1509","ERISTR","CB66",1
"1510","ERISTR","CB69",0
"1511","ERISTR","CB74",0
"1512","ERISTR","CB75",1
"1513","ERISTR","CB76",0
"1514","ERISTR","CB86",0
"1515","ERISTR","CB89",0
"1516","ERISTR","CB98",0
"1517","ERISTR","W20",1
"1518","ERYYUC","CB1",1
"1519","ERYYUC","CB10",1
"1520","ERYYUC","CB102",1
"1521","ERYYUC","CB109",1
"1522","ERYYUC","CB1146",1
"1523","ERYYUC","CB115",0
"1524","ERYYUC","CB118",1
"1525","ERYYUC","CB1188",1
"1526","ERYYUC","CB14",1
"1527","ERYYUC","CB15",1
"1528","ERYYUC","CB16",1
"1529","ERYYUC","CB199",1
"1530","ERYYUC","CB2",1
"1531","ERYYUC","CB20",1
"1532","ERYYUC","CB22",1
"1533","ERYYUC","CB27",1
"1534","ERYYUC","CB30",0
"1535","ERYYUC","CB37",1
"1536","ERYYUC","CB51",1
"1537","ERYYUC","CB52",0
"1538","ERYYUC","CB56",1
"1539","ERYYUC","CB6",1
"1540","ERYYUC","CB64",1
"1541","ERYYUC","CB66",0
"1542","ERYYUC","CB71",1
"1543","ERYYUC","CB74",1
"1544","ERYYUC","CB75",1
"1545","ERYYUC","CB76",0
"1546","ERYYUC","CB86",0
"1547","ERYYUC","CB9",0
"1548","ERYYUC","W30",1
"1549","ERYYUC","W56",0
"1550","ERYYUC","W8",1
"1551","EUPALT","CB115",1
"1552","EUPALT","CB50",1
"1553","EUPALT","CB51",1
"1554","EUPCOR","CB1",0
"1555","EUPCOR","CB10",1
"1556","EUPCOR","CB102",1
"1557","EUPCOR","CB103",1
"1558","EUPCOR","CB105",1
"1559","EUPCOR","CB107",0
"1560","EUPCOR","CB109",1
"1561","EUPCOR","CB11",1
"1562","EUPCOR","CB111",0
"1563","EUPCOR","CB1145",1
"1564","EUPCOR","CB1146",1
"1565","EUPCOR","CB1147",0
"1566","EUPCOR","CB1148",1
"1567","EUPCOR","CB115",0
"1568","EUPCOR","CB1157",1
"1569","EUPCOR","CB1160",1
"1570","EUPCOR","CB1162",1
"1571","EUPCOR","CB1163",1
"1572","EUPCOR","CB1166",1
"1573","EUPCOR","CB117",0
"1574","EUPCOR","CB118",0
"1575","EUPCOR","CB1187",1
"1576","EUPCOR","CB1188",1
"1577","EUPCOR","CB1189",1
"1578","EUPCOR","CB1190",1
"1579","EUPCOR","CB1194",1
"1580","EUPCOR","CB12",1
"1581","EUPCOR","CB120",0
"1582","EUPCOR","CB121",0
"1583","EUPCOR","CB13",1
"1584","EUPCOR","CB14",0
"1585","EUPCOR","CB15",0
"1586","EUPCOR","CB16",1
"1587","EUPCOR","CB170",0
"1588","EUPCOR","CB174",0
"1589","EUPCOR","CB175",0
"1590","EUPCOR","CB18",1
"1591","EUPCOR","CB199",1
"1592","EUPCOR","CB2",1
"1593","EUPCOR","CB20",1
"1594","EUPCOR","CB21",0
"1595","EUPCOR","CB22",1
"1596","EUPCOR","CB26",0
"1597","EUPCOR","CB30",0
"1598","EUPCOR","CB35",0
"1599","EUPCOR","CB41",0
"1600","EUPCOR","CB50",0
"1601","EUPCOR","CB51",0
"1602","EUPCOR","CB52",1
"1603","EUPCOR","CB53",0
"1604","EUPCOR","CB54",0
"1605","EUPCOR","CB55",0
"1606","EUPCOR","CB56",0
"1607","EUPCOR","CB57",0
"1608","EUPCOR","CB58",1
"1609","EUPCOR","CB6",0
"1610","EUPCOR","CB62",1
"1611","EUPCOR","CB64",0
"1612","EUPCOR","CB66",0
"1613","EUPCOR","CB68",0
"1614","EUPCOR","CB69",0
"1615","EUPCOR","CB7",1
"1616","EUPCOR","CB71",0
"1617","EUPCOR","CB74",1
"1618","EUPCOR","CB75",1
"1619","EUPCOR","CB76",0
"1620","EUPCOR","CB80",1
"1621","EUPCOR","CB86",0
"1622","EUPCOR","CB89",0
"1623","EUPCOR","CB9",0
"1624","EUPCOR","W20",0
"1625","EUPCOR","W41",0
"1626","EUPCOR","W58",0
"1627","EUPPER","CB165",1
"1628","EUTGRA","CB1",1
"1629","EUTGRA","CB1147",1
"1630","EUTGRA","CB117",0
"1631","EUTGRA","CB13",1
"1632","EUTGRA","CB15",1
"1633","EUTGRA","CB16",1
"1634","EUTGRA","CB179",0
"1635","EUTGRA","CB18",1
"1636","EUTGRA","CB2",1
"1637","EUTGRA","CB37",1
"1638","EUTGRA","CB52",0
"1639","EUTGRA","CB56",1
"1640","EUTGRA","CB6",1
"1641","EUTGRA","CB64",1
"1642","EUTGRA","CB75",1
"1643","EUTGRA","W20",1
"1644","EUTGRA","W30",1
"1645","EUTGRA","W56",1
"1646","EUTGRA","W8",0
"1647","FALCON","CB1165",1
"1648","FRAVIR","CB10",1
"1649","FRAVIR","CB102",1
"1650","FRAVIR","CB109",1
"1651","FRAVIR","CB1146",0
"1652","FRAVIR","CB115",0
"1653","FRAVIR","CB1163",1
"1654","FRAVIR","CB1165",1
"1655","FRAVIR","CB117",0
"1656","FRAVIR","CB118",0
"1657","FRAVIR","CB1187",1
"1658","FRAVIR","CB1188",1
"1659","FRAVIR","CB1189",1
"1660","FRAVIR","CB1206",1
"1661","FRAVIR","CB13",1
"1662","FRAVIR","CB14",1
"1663","FRAVIR","CB15",1
"1664","FRAVIR","CB170",1
"1665","FRAVIR","CB179",0
"1666","FRAVIR","CB199",0
"1667","FRAVIR","CB20",1
"1668","FRAVIR","CB26",1
"1669","FRAVIR","CB27",1
"1670","FRAVIR","CB37",1
"1671","FRAVIR","CB50",1
"1672","FRAVIR","CB51",1
"1673","FRAVIR","CB52",0
"1674","FRAVIR","CB55",0
"1675","FRAVIR","CB56",0
"1676","FRAVIR","CB6",1
"1677","FRAVIR","CB64",1
"1678","FRAVIR","CB71",1
"1679","FRAVIR","CB73",1
"1680","FRAVIR","CB74",1
"1681","FRAVIR","CB75",1
"1682","FRAVIR","CB98",0
"1683","FRAVIR","W10",0
"1684","FRAVIR","W30",1
"1685","FRAVIR","W41",0
"1686","FRAVIR","W45",0
"1687","FRAVIR","W49",0
"1688","FRAVIR","W51",0
"1689","FRAVIR","W52",0
"1690","FRAVIR","W56",0
"1691","FRAVIR","W8",0
"1692","GALBOR","CB1",0
"1693","GALBOR","CB10",0
"1694","GALBOR","CB102",0
"1695","GALBOR","CB105",1
"1696","GALBOR","CB111",0
"1697","GALBOR","CB1146",0
"1698","GALBOR","CB1147",1
"1699","GALBOR","CB1162",1
"1700","GALBOR","CB1163",0
"1701","GALBOR","CB1165",1
"1702","GALBOR","CB117",0
"1703","GALBOR","CB1187",1
"1704","GALBOR","CB1188",1
"1705","GALBOR","CB1189",1
"1706","GALBOR","CB1194",1
"1707","GALBOR","CB1206",1
"1708","GALBOR","CB13",1
"1709","GALBOR","CB14",0
"1710","GALBOR","CB15",1
"1711","GALBOR","CB165",1
"1712","GALBOR","CB170",0
"1713","GALBOR","CB179",0
"1714","GALBOR","CB2",0
"1715","GALBOR","CB20",1
"1716","GALBOR","CB26",0
"1717","GALBOR","CB27",1
"1718","GALBOR","CB5",0
"1719","GALBOR","CB52",0
"1720","GALBOR","CB55",1
"1721","GALBOR","CB56",0
"1722","GALBOR","CB6",0
"1723","GALBOR","CB64",1
"1724","GALBOR","CB71",0
"1725","GALBOR","CB75",1
"1726","GALBOR","CB98",0
"1727","GALCON","CB1145",0
"1728","GALCON","CB1148",0
"1729","GALCON","CB1188",0
"1730","GALCON","CB1194",1
"1731","GALCON","CB1206",1
"1732","GALTRI","CB1148",0
"1733","GALTRI","CB15",1
"1734","GALTRI","CB37",1
"1735","GALTRI","CB6",1
"1736","GAUBIE","CB10",0
"1737","GAUBIE","CB115",1
"1738","GAUBIE","CB26",1
"1739","GENALB","CB58",1
"1740","GENAND","CB10",1
"1741","GENAND","CB117",0
"1742","GENAND","CB13",1
"1743","GENAND","CB15",1
"1744","GENAND","CB179",0
"1745","GENAND","CB30",1
"1746","GENAND","CB37",1
"1747","GENAND","CB52",1
"1748","GENAND","CB6",1
"1749","GENAND","CB66",0
"1750","GENAND","CB75",1
"1751","GENAND","CB80",1
"1752","GENAND","W41",1
"1753","GENAND","W56",1
"1754","GENCRI","CB75",1
"1755","GENPUB","CB115",1
"1756","GENPUB","CB14",1
"1757","GENPUB","CB15",1
"1758","GENPUB","CB170",1
"1759","GENPUB","CB20",1
"1760","GENPUB","CB26",1
"1761","GENPUB","CB51",1
